dataset,model,method,source,n_seeds,mean_auc,std_auc,ci95_low,ci95_high,embedder
AdvBench->XSTest,,B1w_SigmaW,E13_transfer,5,0.723855,0.01170507902579051,0.7093212247775459,0.7383887752224542,bge-large-en-v1.5
HarmBench->AdvBench,,A1_raw,E13_transfer,5,0.9724499999999999,0.006765630051961184,0.9640493607393142,0.9808506392606856,Qwen3-Embedding-8B
HarmBench->AdvBench,,B1_raw,E13_transfer,5,0.99992,3.7080992435466744e-05,0.9998739578666752,0.9999660421333249,Qwen3-Embedding-8B
HarmBench->AdvBench,,B1b_SigmaT,E13_transfer,5,0.999615,0.00019732587260672457,0.9993699875680702,0.9998600124319299,Qwen3-Embedding-8B
HarmBench->AdvBench,,B1w_SigmaW,E13_transfer,5,0.9997,0.00015103807466988796,0.9995124614603245,0.9998875385396756,Qwen3-Embedding-8B
HarmBench->AdvBench,,A1_raw,E13_transfer,5,0.9727049999999998,0.005941469725581381,0.9653276909453278,0.9800823090546719,all-mpnet-base-v2
HarmBench->AdvBench,,B1_raw,E13_transfer,5,0.9945,0.0011243053410884326,0.9931039905349823,0.9958960094650178,all-mpnet-base-v2
HarmBench->AdvBench,,B1b_SigmaT,E13_transfer,5,0.99649,0.0013676622390049224,0.9947918230361248,0.9981881769638752,all-mpnet-base-v2
HarmBench->AdvBench,,B1w_SigmaW,E13_transfer,5,0.9973700000000001,0.0013068808285379067,0.9957472931252619,0.9989927068747383,all-mpnet-base-v2
HarmBench->AdvBench,,A1_raw,E13_transfer,5,0.92727,0.015604340341712621,0.9078946523819769,0.9466453476180232,bge-base-en-v1.5
HarmBench->AdvBench,,B1_raw,E13_transfer,5,0.9957050000000001,0.002699328620231336,0.9923533408329378,0.9990566591670623,bge-base-en-v1.5
HarmBench->AdvBench,,B1b_SigmaT,E13_transfer,5,0.9957800000000001,0.0015214507878995164,0.9938908693316265,0.9976691306683737,bge-base-en-v1.5
HarmBench->AdvBench,,B1w_SigmaW,E13_transfer,5,0.9969300000000001,0.001299326748743353,0.9953166727541823,0.9985433272458178,bge-base-en-v1.5
HarmBench->AdvBench,,A1_raw,E13_transfer,5,0.9514950000000001,0.013529105199531844,0.93469639714583,0.9682936028541702,bge-large-en-v1.5
HarmBench->AdvBench,,B1_raw,E13_transfer,5,0.9925650000000001,0.0030368877983883453,0.988794205754157,0.9963357942458433,bge-large-en-v1.5
HarmBench->AdvBench,,B1b_SigmaT,E13_transfer,5,0.9967099999999999,0.0013400792886989622,0.9950460717924838,0.9983739282075159,bge-large-en-v1.5
HarmBench->AdvBench,,B1w_SigmaW,E13_transfer,5,0.9972900000000001,0.0012162442188968553,0.9957798333403725,0.9988001666596278,bge-large-en-v1.5
HarmBench->HarmBench,,A1_raw,E13_transfer,5,0.842665,0.010266794168580557,0.8299170913039051,0.8554129086960949,Qwen3-Embedding-8B
HarmBench->HarmBench,,B1_raw,E13_transfer,5,0.999865,0.0001257477633995592,0.9997088635293321,1.000021136470668,Qwen3-Embedding-8B
HarmBench->HarmBench,,B1b_SigmaT,E13_transfer,5,0.99982,0.00020946360065652296,0.9995599165881307,1.0000800834118693,Qwen3-Embedding-8B
HarmBench->HarmBench,,B1w_SigmaW,E13_transfer,5,0.9998699999999999,0.0001726629664983123,0.9996556106106759,1.0000843893893239,Qwen3-Embedding-8B
HarmBench->HarmBench,,A1_raw,E13_transfer,5,0.9459249999999999,0.001750803387019797,0.9437510904664042,0.9480989095335957,all-mpnet-base-v2
HarmBench->HarmBench,,B1_raw,E13_transfer,5,0.991615,0.0019756011743264582,0.9891619671470298,0.9940680328529703,all-mpnet-base-v2
HarmBench->HarmBench,,B1b_SigmaT,E13_transfer,5,0.9983599999999999,0.0006544558808659437,0.9975473856943159,0.9991726143056839,all-mpnet-base-v2
HarmBench->HarmBench,,B1w_SigmaW,E13_transfer,5,0.9989049999999999,0.0005515319573696738,0.9982201826246752,0.9995898173753247,all-mpnet-base-v2
HarmBench->HarmBench,,A1_raw,E13_transfer,5,0.891615,0.007376029589148917,0.8824564496094681,0.900773550390532,bge-base-en-v1.5
HarmBench->HarmBench,,B1_raw,E13_transfer,5,0.98973,0.0013972517668623503,0.9879950827846604,0.9914649172153396,bge-base-en-v1.5
HarmBench->HarmBench,,B1b_SigmaT,E13_transfer,5,0.997155,0.001204730260265731,0.9956591298082814,0.9986508701917186,bge-base-en-v1.5
HarmBench->HarmBench,,B1w_SigmaW,E13_transfer,5,0.9979849999999999,0.0011643936190137865,0.9965392143635323,0.9994307856364675,bge-base-en-v1.5
HarmBench->HarmBench,,A1_raw,E13_transfer,5,0.9262024999999999,0.008258264799581104,0.9159485099107266,0.9364564900892732,bge-large-en-v1.5
HarmBench->HarmBench,,B1_raw,E13_transfer,5,0.9910900000000001,0.0021048010594828543,0.9884765443010591,0.9937034556989411,bge-large-en-v1.5
HarmBench->HarmBench,,B1b_SigmaT,E13_transfer,5,0.998505,0.00044805133634441893,0.997948670786314,0.999061329213686,bge-large-en-v1.5
HarmBench->HarmBench,,B1w_SigmaW,E13_transfer,5,0.9988999999999999,0.0004952903189040047,0.998285015842358,0.9995149841576418,bge-large-en-v1.5
HarmBench->ToxicChat,,A1_raw,E13_transfer,5,0.6610699999999999,0.009714718215161958,0.649007584139539,0.6731324158604609,Qwen3-Embedding-8B
HarmBench->ToxicChat,,B1_raw,E13_transfer,5,0.914565,0.0169386724686441,0.8935328602183192,0.9355971397816807,Qwen3-Embedding-8B
HarmBench->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.857655,0.024137033268403163,0.8276849147671772,0.8876250852328227,Qwen3-Embedding-8B
HarmBench->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.86344,0.023183834615955988,0.8346534672170572,0.8922265327829427,Qwen3-Embedding-8B
HarmBench->ToxicChat,,A1_raw,E13_transfer,5,0.8313599999999999,0.02805721052599484,0.7965223717998483,0.8661976282001514,all-mpnet-base-v2
HarmBench->ToxicChat,,B1_raw,E13_transfer,5,0.859375,0.017492882481169304,0.8376547175983227,0.8810952824016773,all-mpnet-base-v2
HarmBench->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.7786249999999999,0.0214717838103871,0.7519642590654277,0.8052857409345721,all-mpnet-base-v2
HarmBench->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.7938749999999999,0.019023373780694113,0.7702543616521386,0.8174956383478612,all-mpnet-base-v2
HarmBench->ToxicChat,,A1_raw,E13_transfer,5,0.6894699999999999,0.0214143088844819,0.6628806236117237,0.7160593763882761,bge-base-en-v1.5
HarmBench->ToxicChat,,B1_raw,E13_transfer,5,0.7221949999999999,0.024533315358915484,0.691732865562255,0.7526571344377448,bge-base-en-v1.5
HarmBench->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.6871,0.029654299856850454,0.6502793234758097,0.7239206765241903,bge-base-en-v1.5
HarmBench->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.7116,0.02762894768173407,0.6772941303553354,0.7459058696446647,bge-base-en-v1.5
HarmBench->ToxicChat,,A1_raw,E13_transfer,5,0.7488600000000001,0.014247089615075767,0.7311699017457778,0.7665500982542224,bge-large-en-v1.5
HarmBench->ToxicChat,,B1_raw,E13_transfer,5,0.76458,0.014698590493649431,0.7463292893596954,0.7828307106403046,bge-large-en-v1.5
HarmBench->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.781025,0.017878714648989706,0.7588256436861912,0.8032243563138087,bge-large-en-v1.5
HarmBench->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.797475,0.010222126735665074,0.7847825532472485,0.8101674467527515,bge-large-en-v1.5
HarmBench->Wild,,A1_raw,E13_transfer,5,0.7367825000000001,0.052011627756445,0.6722015343268466,0.8013634656731536,Qwen3-Embedding-8B
HarmBench->Wild,,B1_raw,E13_transfer,5,0.7646624999999999,0.021057868556076605,0.7385157027350124,0.7908092972649874,Qwen3-Embedding-8B
HarmBench->Wild,,B1b_SigmaT,E13_transfer,5,0.6938375000000001,0.03587136741190668,0.6492973145182958,0.7383776854817045,Qwen3-Embedding-8B
HarmBench->Wild,,B1w_SigmaW,E13_transfer,5,0.6971225000000001,0.03294696069063124,0.6562134450602086,0.7380315549397916,Qwen3-Embedding-8B
HarmBench->Wild,,A1_raw,E13_transfer,5,0.5072224999999999,0.01498913252159709,0.4886110337836276,0.5258339662163722,all-mpnet-base-v2
HarmBench->Wild,,B1_raw,E13_transfer,5,0.6628875,0.027553317631457783,0.6286755374659457,0.6970994625340542,all-mpnet-base-v2
HarmBench->Wild,,B1b_SigmaT,E13_transfer,5,0.5626574999999999,0.02048873470959104,0.5372173757423528,0.588097624257647,all-mpnet-base-v2
HarmBench->Wild,,B1w_SigmaW,E13_transfer,5,0.5768425,0.013945882008679163,0.5595264003866255,0.5941585996133746,all-mpnet-base-v2
HarmBench->Wild,,A1_raw,E13_transfer,5,0.5415575,0.023563525508187397,0.5122995187057277,0.5708154812942724,bge-base-en-v1.5
HarmBench->Wild,,B1_raw,E13_transfer,5,0.6636875,0.02601102680835572,0.6313905444557517,0.6959844555442483,bge-base-en-v1.5
HarmBench->Wild,,B1b_SigmaT,E13_transfer,5,0.60069,0.05580605183915992,0.531397634549422,0.6699823654505779,bge-base-en-v1.5
HarmBench->Wild,,B1w_SigmaW,E13_transfer,5,0.615625,0.04599226922130503,0.5585180551122103,0.6727319448877896,bge-base-en-v1.5
HarmBench->Wild,,A1_raw,E13_transfer,5,0.5791575,0.025511321935074237,0.5474810100066323,0.6108339899933677,bge-large-en-v1.5
HarmBench->Wild,,B1_raw,E13_transfer,5,0.6679975,0.02788210307482205,0.633377296417787,0.7026177035822131,bge-large-en-v1.5
HarmBench->Wild,,B1b_SigmaT,E13_transfer,5,0.6149249999999999,0.06158354018627869,0.5384589352687628,0.6913910647312371,bge-large-en-v1.5
HarmBench->Wild,,B1w_SigmaW,E13_transfer,5,0.630975,0.06068072245882541,0.5556299315378818,0.7063200684621181,bge-large-en-v1.5
HarmBench->XSTest,,A1_raw,E13_transfer,5,0.7669999999999999,0.006681855094208473,0.7587033810883068,0.775296618911693,Qwen3-Embedding-8B
HarmBench->XSTest,,B1_raw,E13_transfer,5,0.8203100000000001,0.006764073292033391,0.8119112937120706,0.8287087062879296,Qwen3-Embedding-8B
HarmBench->XSTest,,B1b_SigmaT,E13_transfer,5,0.8234200000000002,0.009177918473161512,0.8120241090534263,0.834815890946574,Qwen3-Embedding-8B
HarmBench->XSTest,,B1w_SigmaW,E13_transfer,5,0.8278549999999999,0.007941532440278756,0.8179942850783385,0.8377157149216613,Qwen3-Embedding-8B
HarmBench->XSTest,,A1_raw,E13_transfer,5,0.755495,0.007256385119327708,0.7464850078402293,0.7645049921597707,all-mpnet-base-v2
HarmBench->XSTest,,B1_raw,E13_transfer,5,0.7955200000000001,0.007411043280132719,0.7863179743699293,0.8047220256300709,all-mpnet-base-v2
HarmBench->XSTest,,B1b_SigmaT,E13_transfer,5,0.8032300000000001,0.014877598512528836,0.7847570215472631,0.8217029784527371,all-mpnet-base-v2
HarmBench->XSTest,,B1w_SigmaW,E13_transfer,5,0.8138,0.011770102484685503,0.7991854874895973,0.8284145125104027,all-mpnet-base-v2
HarmBench->XSTest,,A1_raw,E13_transfer,5,0.7689549999999999,0.009266596597456921,0.7574490006190602,0.7804609993809397,bge-base-en-v1.5
HarmBench->XSTest,,B1_raw,E13_transfer,5,0.7525,0.004548213935161826,0.7468526465005808,0.7581473534994191,bge-base-en-v1.5
HarmBench->XSTest,,B1b_SigmaT,E13_transfer,5,0.70753,0.02815493629010729,0.6725710292368531,0.7424889707631469,bge-base-en-v1.5
HarmBench->XSTest,,B1w_SigmaW,E13_transfer,5,0.72862,0.029946109931007724,0.6914369934124155,0.7658030065875846,bge-base-en-v1.5
HarmBench->XSTest,,A1_raw,E13_transfer,5,0.751835,0.005699660077583612,0.7447579372796652,0.7589120627203348,bge-large-en-v1.5
HarmBench->XSTest,,B1_raw,E13_transfer,5,0.75682,0.005050909571552461,0.7505484674268206,0.7630915325731795,bge-large-en-v1.5
HarmBench->XSTest,,B1b_SigmaT,E13_transfer,5,0.67766,0.03450238035266552,0.6348196364637623,0.7205003635362378,bge-large-en-v1.5
HarmBench->XSTest,,B1w_SigmaW,E13_transfer,5,0.6993600000000001,0.029576355632498046,0.6626361040130561,0.7360838959869441,bge-large-en-v1.5
ToxicChat->AdvBench,,A1_raw,E13_transfer,5,0.8520749999999999,0.01246102674341086,0.8366025917120523,0.8675474082879475,Qwen3-Embedding-8B
ToxicChat->AdvBench,,B1_raw,E13_transfer,5,0.9622449999999999,0.014108977638369116,0.944726390414975,0.9797636095850248,Qwen3-Embedding-8B
ToxicChat->AdvBench,,B1b_SigmaT,E13_transfer,5,0.9902049999999999,0.00897105414653151,0.9790659650403151,1.0013440349596847,Qwen3-Embedding-8B
ToxicChat->AdvBench,,B1w_SigmaW,E13_transfer,5,0.993835,0.005717560668676831,0.9867357107601582,1.0009342892398418,Qwen3-Embedding-8B
ToxicChat->AdvBench,,A1_raw,E13_transfer,5,0.85686,0.021659752422407794,0.8299658652070894,0.8837541347929105,all-mpnet-base-v2
ToxicChat->AdvBench,,B1_raw,E13_transfer,5,0.9157,0.014033765086390764,0.8982747791329796,0.9331252208670203,all-mpnet-base-v2
ToxicChat->AdvBench,,B1b_SigmaT,E13_transfer,5,0.9667199999999999,0.018843080626585455,0.9433232251707179,0.990116774829282,all-mpnet-base-v2
ToxicChat->AdvBench,,B1w_SigmaW,E13_transfer,5,0.9730649999999998,0.016133830915191837,0.9530322029994992,0.9930977970005005,all-mpnet-base-v2
ToxicChat->AdvBench,,A1_raw,E13_transfer,5,0.72117,0.025314733852047515,0.6897376063518024,0.7526023936481976,bge-base-en-v1.5
ToxicChat->AdvBench,,B1_raw,E13_transfer,5,0.746275,0.039101830200132595,0.6977236651766185,0.7948263348233815,bge-base-en-v1.5
ToxicChat->AdvBench,,B1b_SigmaT,E13_transfer,5,0.93847,0.03223369452141654,0.8984465819836591,0.9784934180163409,bge-base-en-v1.5
ToxicChat->AdvBench,,B1w_SigmaW,E13_transfer,5,0.94451,0.028953721695146543,0.9085592061571252,0.9804607938428748,bge-base-en-v1.5
ToxicChat->AdvBench,,A1_raw,E13_transfer,5,0.82729,0.023977688848177147,0.7975177669970864,0.8570622330029135,bge-large-en-v1.5
ToxicChat->AdvBench,,B1_raw,E13_transfer,5,0.865865,0.030234224192130357,0.8283242523070103,0.9034057476929896,bge-large-en-v1.5
ToxicChat->AdvBench,,B1b_SigmaT,E13_transfer,5,0.9568850000000001,0.029034067274496683,0.9208344439438314,0.9929355560561688,bge-large-en-v1.5
ToxicChat->AdvBench,,B1w_SigmaW,E13_transfer,5,0.966505,0.022799440782615688,0.9381957552010474,0.9948142447989525,bge-large-en-v1.5
ToxicChat->HarmBench,,A1_raw,E13_transfer,5,0.6603,0.016902348209642374,0.6393129627429832,0.6812870372570168,Qwen3-Embedding-8B
ToxicChat->HarmBench,,B1_raw,E13_transfer,5,0.8805349999999998,0.012345338188968298,0.8652062380251079,0.8958637619748918,Qwen3-Embedding-8B
ToxicChat->HarmBench,,B1b_SigmaT,E13_transfer,5,0.8998900000000001,0.02969145815718717,0.8630231853520473,0.9367568146479529,Qwen3-Embedding-8B
ToxicChat->HarmBench,,B1w_SigmaW,E13_transfer,5,0.9075900000000001,0.025850559713476228,0.87549229067036,0.9396877093296402,Qwen3-Embedding-8B
ToxicChat->HarmBench,,A1_raw,E13_transfer,5,0.761565,0.009456043041357174,0.7498237717900816,0.7733062282099185,all-mpnet-base-v2
ToxicChat->HarmBench,,B1_raw,E13_transfer,5,0.8577499999999999,0.009480390946580269,0.8459785398727343,0.8695214601272655,all-mpnet-base-v2
ToxicChat->HarmBench,,B1b_SigmaT,E13_transfer,5,0.8560800000000001,0.04670180135712112,0.798092054603599,0.9140679453964011,all-mpnet-base-v2
ToxicChat->HarmBench,,B1w_SigmaW,E13_transfer,5,0.8785149999999999,0.037457703646913545,0.8320051179262414,0.9250248820737584,all-mpnet-base-v2
ToxicChat->HarmBench,,A1_raw,E13_transfer,5,0.7104799999999999,0.017441423393748552,0.6888236124945534,0.7321363875054464,bge-base-en-v1.5
ToxicChat->HarmBench,,B1_raw,E13_transfer,5,0.6969900000000001,0.027895421891414366,0.6623532589227257,0.7316267410772745,bge-base-en-v1.5
ToxicChat->HarmBench,,B1b_SigmaT,E13_transfer,5,0.8404999999999999,0.05107736778652557,0.7770790712964583,0.9039209287035416,bge-base-en-v1.5
ToxicChat->HarmBench,,B1w_SigmaW,E13_transfer,5,0.848295,0.05091616700518607,0.78507422850313,0.91151577149687,bge-base-en-v1.5
ToxicChat->HarmBench,,A1_raw,E13_transfer,5,0.7615550000000001,0.012121422152536403,0.7465042665061661,0.7766057334938341,bge-large-en-v1.5
ToxicChat->HarmBench,,B1_raw,E13_transfer,5,0.7691600000000001,0.012037215728730635,0.7542138225910231,0.784106177408977,bge-large-en-v1.5
ToxicChat->HarmBench,,B1b_SigmaT,E13_transfer,5,0.8449350000000001,0.04380609475289936,0.790542549243422,0.8993274507565782,bge-large-en-v1.5
ToxicChat->HarmBench,,B1w_SigmaW,E13_transfer,5,0.85344,0.03901640920817803,0.8049947293470194,0.9018852706529805,bge-large-en-v1.5
ToxicChat->ToxicChat,,A1_raw,E13_transfer,5,0.8031413043478259,0.004024106970405004,0.7981447155977532,0.8081378930978986,Qwen3-Embedding-8B
ToxicChat->ToxicChat,,B1_raw,E13_transfer,5,0.9678097826086957,0.004223537724715876,0.9625655678708605,0.9730539973465309,Qwen3-Embedding-8B
ToxicChat->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.9714021739130436,0.0041761539359316605,0.9662167939198403,0.976587553906247,Qwen3-Embedding-8B
ToxicChat->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.9749239130434783,0.00291929285854483,0.9712991322008098,0.9785486938861467,Qwen3-Embedding-8B
ToxicChat->ToxicChat,,A1_raw,E13_transfer,5,0.9167119565217391,0.008970375820871445,0.9055737638146054,0.9278501492288728,all-mpnet-base-v2
ToxicChat->ToxicChat,,B1_raw,E13_transfer,5,0.9530108695652174,0.005209261101992724,0.9465427175976298,0.9594790215328051,all-mpnet-base-v2
ToxicChat->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.9624728260869565,0.001627261404519524,0.9604523141852981,0.9644933379886149,all-mpnet-base-v2
ToxicChat->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.9687989130434783,0.003936908280620524,0.9639105957672015,0.9736872303197551,all-mpnet-base-v2
ToxicChat->ToxicChat,,A1_raw,E13_transfer,5,0.8755760869565217,0.011555311526746185,0.861228272645732,0.8899239012673114,bge-base-en-v1.5
ToxicChat->ToxicChat,,B1_raw,E13_transfer,5,0.9497934782608697,0.006843797339738399,0.9412957814931138,0.9582911750286256,bge-base-en-v1.5
ToxicChat->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.9525,0.009341820618935686,0.94090059765979,0.9640994023402101,bge-base-en-v1.5
ToxicChat->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.9621467391304348,0.007437664312492933,0.9529116591228873,0.9713818191379823,bge-base-en-v1.5
ToxicChat->ToxicChat,,A1_raw,E13_transfer,5,0.8792228260869566,0.008203295327469216,0.8690370896122048,0.8894085625617083,bge-large-en-v1.5
ToxicChat->ToxicChat,,B1_raw,E13_transfer,5,0.9560434782608696,0.0032196557652476093,0.9520457476105524,0.9600412089111867,bge-large-en-v1.5
ToxicChat->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.9548858695652174,0.005793507575992382,0.9476922797847869,0.9620794593456479,bge-large-en-v1.5
ToxicChat->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.9636304347826087,0.003606798299666864,0.9591520031851297,0.9681088663800876,bge-large-en-v1.5
ToxicChat->Wild,,A1_raw,E13_transfer,5,0.7734375,0.044715633626562855,0.7179157075690272,0.8289592924309728,Qwen3-Embedding-8B
ToxicChat->Wild,,B1_raw,E13_transfer,5,0.7817275,0.016462417900326782,0.761286708369779,0.8021682916302211,Qwen3-Embedding-8B
ToxicChat->Wild,,B1b_SigmaT,E13_transfer,5,0.8070425,0.030037598314445833,0.7697458955804465,0.8443391044195535,Qwen3-Embedding-8B
ToxicChat->Wild,,B1w_SigmaW,E13_transfer,5,0.8123574999999998,0.032095325058721584,0.772505890363938,0.8522091096360617,Qwen3-Embedding-8B
ToxicChat->Wild,,A1_raw,E13_transfer,5,0.6905375,0.007087114187029835,0.6817376854628059,0.6993373145371942,all-mpnet-base-v2
ToxicChat->Wild,,B1_raw,E13_transfer,5,0.7456075,0.012870040306852248,0.7296272342955502,0.7615877657044497,all-mpnet-base-v2
ToxicChat->Wild,,B1b_SigmaT,E13_transfer,5,0.7861924999999998,0.020977245112263933,0.7601458099626058,0.8122391900373939,all-mpnet-base-v2
ToxicChat->Wild,,B1w_SigmaW,E13_transfer,5,0.7788275,0.01589264373853515,0.7590941764335823,0.7985608235664177,all-mpnet-base-v2
ToxicChat->Wild,,A1_raw,E13_transfer,5,0.6810674999999999,0.0029112470480878155,0.6774527093505123,0.6846822906494876,bge-base-en-v1.5
ToxicChat->Wild,,B1_raw,E13_transfer,5,0.7174225,0.009640666632811216,0.705452031323354,0.7293929686766459,bge-base-en-v1.5
ToxicChat->Wild,,B1b_SigmaT,E13_transfer,5,0.7815350000000001,0.023714953418149547,0.7520889961216044,0.8109810038783958,bge-base-en-v1.5
ToxicChat->Wild,,B1w_SigmaW,E13_transfer,5,0.7822799999999999,0.025213560649479893,0.7509732294750135,0.8135867705249862,bge-base-en-v1.5
ToxicChat->Wild,,A1_raw,E13_transfer,5,0.6817624999999999,0.02066975636346502,0.6560976076718422,0.7074273923281577,bge-large-en-v1.5
ToxicChat->Wild,,B1_raw,E13_transfer,5,0.7167475,0.01813285045504433,0.6942325924051587,0.7392624075948413,bge-large-en-v1.5
ToxicChat->Wild,,B1b_SigmaT,E13_transfer,5,0.7889250000000001,0.01791489647262857,0.7666807180183896,0.8111692819816106,bge-large-en-v1.5
ToxicChat->Wild,,B1w_SigmaW,E13_transfer,5,0.7893249999999998,0.01861187247095254,0.7662153080136583,0.8124346919863413,bge-large-en-v1.5
ToxicChat->XSTest,,A1_raw,E13_transfer,5,0.7283099999999999,0.007735926738277713,0.7187045782763386,0.7379154217236612,Qwen3-Embedding-8B
ToxicChat->XSTest,,B1_raw,E13_transfer,5,0.7284849999999999,0.01344928669112232,0.7117855049141123,0.7451844950858876,Qwen3-Embedding-8B
ToxicChat->XSTest,,B1b_SigmaT,E13_transfer,5,0.7482650000000001,0.0173880760149017,0.7266748520142662,0.769855147985734,Qwen3-Embedding-8B
ToxicChat->XSTest,,B1w_SigmaW,E13_transfer,5,0.7633850000000001,0.019113440951330524,0.7396525284889395,0.7871174715110607,Qwen3-Embedding-8B
ToxicChat->XSTest,,A1_raw,E13_transfer,5,0.72336,0.008956554862222452,0.7122389682796415,0.7344810317203585,all-mpnet-base-v2
ToxicChat->XSTest,,B1_raw,E13_transfer,5,0.7505649999999999,0.009476708289274289,0.7387981124957288,0.762331887504271,all-mpnet-base-v2
ToxicChat->XSTest,,B1b_SigmaT,E13_transfer,5,0.757915,0.018313123709514992,0.7351762535952434,0.7806537464047566,all-mpnet-base-v2
ToxicChat->XSTest,,B1w_SigmaW,E13_transfer,5,0.7690550000000002,0.013051716841090367,0.7528491530836685,0.7852608469163318,all-mpnet-base-v2
ToxicChat->XSTest,,A1_raw,E13_transfer,5,0.76436,0.00764081556510824,0.7548726743958901,0.77384732560411,bge-base-en-v1.5
ToxicChat->XSTest,,B1_raw,E13_transfer,5,0.6637149999999998,0.011663841026865934,0.6492324285161684,0.6781975714838313,bge-base-en-v1.5
ToxicChat->XSTest,,B1b_SigmaT,E13_transfer,5,0.69895,0.02942428843659603,0.6624149203755153,0.7354850796244846,bge-base-en-v1.5
ToxicChat->XSTest,,B1w_SigmaW,E13_transfer,5,0.7155,0.025424262526177563,0.6839316085403642,0.7470683914596359,bge-base-en-v1.5
ToxicChat->XSTest,,A1_raw,E13_transfer,5,0.7436299999999999,0.007902717096037298,0.733817480693861,0.7534425193061388,bge-large-en-v1.5
ToxicChat->XSTest,,B1_raw,E13_transfer,5,0.6872749999999999,0.014496712989502203,0.6692749533886421,0.7052750466113576,bge-large-en-v1.5
ToxicChat->XSTest,,B1b_SigmaT,E13_transfer,5,0.7148399999999999,0.01685782088527459,0.693908250718587,0.7357717492814129,bge-large-en-v1.5
ToxicChat->XSTest,,B1w_SigmaW,E13_transfer,5,0.73267,0.015115104200765504,0.713902119284811,0.7514378807151891,bge-large-en-v1.5
Wild->AdvBench,,A1_raw,E13_transfer,5,0.783825,0.008468323328735166,0.7733101877975604,0.7943398122024395,Qwen3-Embedding-8B
Wild->AdvBench,,B1_raw,E13_transfer,5,0.9545999999999999,0.006648966085039079,0.946344218186929,0.9628557818130707,Qwen3-Embedding-8B
Wild->AdvBench,,B1b_SigmaT,E13_transfer,5,0.672485,0.15520959880915874,0.47976682898301737,0.8652031710169826,Qwen3-Embedding-8B
Wild->AdvBench,,B1w_SigmaW,E13_transfer,5,0.7200650000000001,0.1333888589331958,0.55444085610117,0.8856891438988301,Qwen3-Embedding-8B
Wild->AdvBench,,A1_raw,E13_transfer,5,0.8137049999999999,0.022130079925296208,0.7862268764793877,0.8411831235206121,all-mpnet-base-v2
Wild->AdvBench,,B1_raw,E13_transfer,5,0.7758300000000001,0.04456308169325816,0.7204976258124681,0.8311623741875321,all-mpnet-base-v2
Wild->AdvBench,,B1b_SigmaT,E13_transfer,5,0.49304000000000003,0.12243580409749431,0.3410158699610122,0.6450641300389879,all-mpnet-base-v2
Wild->AdvBench,,B1w_SigmaW,E13_transfer,5,0.50982,0.12049622582263726,0.36020417447660036,0.6594358255233997,all-mpnet-base-v2
Wild->AdvBench,,A1_raw,E13_transfer,5,0.7451399999999999,0.03406712858460483,0.7028400729143176,0.7874399270856822,bge-base-en-v1.5
Wild->AdvBench,,B1_raw,E13_transfer,5,0.74353,0.049808732291637355,0.6816842903173045,0.8053757096826956,bge-base-en-v1.5
Wild->AdvBench,,B1b_SigmaT,E13_transfer,5,0.62768,0.13223452106957545,0.4634891558681908,0.7918708441318092,bge-base-en-v1.5
Wild->AdvBench,,B1w_SigmaW,E13_transfer,5,0.6325399999999999,0.12355596732857542,0.479125003604867,0.7859549963951328,bge-base-en-v1.5
Wild->AdvBench,,A1_raw,E13_transfer,5,0.8157949999999999,0.026725510986695827,0.7826108951742206,0.8489791048257793,bge-large-en-v1.5
Wild->AdvBench,,B1_raw,E13_transfer,5,0.79145,0.04950150250244936,0.729985766485715,0.852914233514285,bge-large-en-v1.5
Wild->AdvBench,,B1b_SigmaT,E13_transfer,5,0.5917600000000001,0.16790707121053602,0.38327583463404136,0.8002441653659588,bge-large-en-v1.5
Wild->AdvBench,,B1w_SigmaW,E13_transfer,5,0.60246,0.16458561373947606,0.3980999687974214,0.8068200312025786,bge-large-en-v1.5
Wild->HarmBench,,A1_raw,E13_transfer,5,0.59991,0.009847423520901302,0.5876828087390319,0.6121371912609682,Qwen3-Embedding-8B
Wild->HarmBench,,B1_raw,E13_transfer,5,0.799825,0.02269791427642643,0.771641817008646,0.828008182991354,Qwen3-Embedding-8B
Wild->HarmBench,,B1b_SigmaT,E13_transfer,5,0.60328,0.11323050108076006,0.46268576330944755,0.7438742366905525,Qwen3-Embedding-8B
Wild->HarmBench,,B1w_SigmaW,E13_transfer,5,0.6291550000000001,0.11600444280285124,0.4851164597400117,0.7731935402599885,Qwen3-Embedding-8B
Wild->HarmBench,,A1_raw,E13_transfer,5,0.692375,0.015265934298299607,0.6734198389828573,0.7113301610171426,all-mpnet-base-v2
