train_ds,target_ds,embedder,seed,method,n_test,roc_auc,pr_auc,tpr_fpr1,tpr_fpr5
AdvBench,AdvBench,bge-large-en-v1.5,4,DELONG_B1w_vs_A1,400,0.0448899259428263,,,
AdvBench,HarmBench,bge-large-en-v1.5,4,A1_raw,400,0.85195,0.8570633920071159,0.31,0.46
AdvBench,HarmBench,bge-large-en-v1.5,4,B1_raw,400,0.90575,0.905618673557518,0.285,0.65
AdvBench,HarmBench,bge-large-en-v1.5,4,B1b_SigmaT,400,0.837,0.8808264558565269,0.59,0.655
AdvBench,HarmBench,bge-large-en-v1.5,4,B1w_SigmaW,400,0.87765,0.9023026005135952,0.595,0.68
AdvBench,HarmBench,bge-large-en-v1.5,4,DELONG_B1w_vs_A1,400,0.180604482596685,,,
AdvBench,Wild,Qwen3-Embedding-8B,0,A1_raw,400,0.7846124999999999,0.7711913050856429,0.09,0.35
AdvBench,Wild,Qwen3-Embedding-8B,0,B1_raw,400,0.7827625,0.7699615258911265,0.055,0.35
AdvBench,Wild,Qwen3-Embedding-8B,0,B1b_SigmaT,400,0.7906249999999999,0.7756688424842155,0.025,0.395
AdvBench,Wild,Qwen3-Embedding-8B,0,B1w_SigmaW,400,0.792675,0.7763763028656216,0.02,0.39
AdvBench,Wild,Qwen3-Embedding-8B,0,DELONG_B1w_vs_A1,400,0.7026022141840209,,,
AdvBench,ToxicChat,Qwen3-Embedding-8B,0,A1_raw,400,0.7040250000000001,0.7515697152112971,0.255,0.32
AdvBench,ToxicChat,Qwen3-Embedding-8B,0,B1_raw,400,0.8802,0.8657332372192803,0.225,0.32
AdvBench,ToxicChat,Qwen3-Embedding-8B,0,B1b_SigmaT,400,0.8799,0.8665019044929764,0.15,0.465
AdvBench,ToxicChat,Qwen3-Embedding-8B,0,B1w_SigmaW,400,0.8936499999999999,0.882101273917816,0.18,0.515
AdvBench,ToxicChat,Qwen3-Embedding-8B,0,DELONG_B1w_vs_A1,400,2.0161650127192845e-13,,,
AdvBench,XSTest,Qwen3-Embedding-8B,0,A1_raw,400,0.772125,0.8072922071808729,0.29,0.445
AdvBench,XSTest,Qwen3-Embedding-8B,0,B1_raw,400,0.808725,0.8202608065787818,0.16,0.435
AdvBench,XSTest,Qwen3-Embedding-8B,0,B1b_SigmaT,400,0.8385,0.8532273091789535,0.19,0.505
AdvBench,XSTest,Qwen3-Embedding-8B,0,B1w_SigmaW,400,0.8356999999999999,0.851734135341476,0.235,0.51
AdvBench,XSTest,Qwen3-Embedding-8B,0,DELONG_B1w_vs_A1,400,0.0004594630209722,,,
AdvBench,AdvBench,Qwen3-Embedding-8B,0,A1_raw,400,0.997425,0.997684110272672,0.97,0.98
AdvBench,AdvBench,Qwen3-Embedding-8B,0,B1_raw,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,0,B1b_SigmaT,400,0.9999,0.9998997462247162,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,0,B1w_SigmaW,400,0.9999,0.9998997462247162,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,0,DELONG_B1w_vs_A1,400,0.0631268302332881,,,
AdvBench,HarmBench,Qwen3-Embedding-8B,0,A1_raw,400,0.797575,0.8487718251329157,0.425,0.55
AdvBench,HarmBench,Qwen3-Embedding-8B,0,B1_raw,400,0.943025,0.9512190928851318,0.685,0.78
AdvBench,HarmBench,Qwen3-Embedding-8B,0,B1b_SigmaT,400,0.9441,0.9508045459064318,0.695,0.745
AdvBench,HarmBench,Qwen3-Embedding-8B,0,B1w_SigmaW,400,0.951625,0.9566878176234568,0.71,0.75
AdvBench,HarmBench,Qwen3-Embedding-8B,0,DELONG_B1w_vs_A1,400,2.4424906541753444e-14,,,
AdvBench,Wild,Qwen3-Embedding-8B,1,A1_raw,400,0.7583500000000001,0.7624196915379646,0.155,0.295
AdvBench,Wild,Qwen3-Embedding-8B,1,B1_raw,400,0.765725,0.7712936507247156,0.12,0.345
AdvBench,Wild,Qwen3-Embedding-8B,1,B1b_SigmaT,400,0.77165,0.7829819274675514,0.145,0.32
AdvBench,Wild,Qwen3-Embedding-8B,1,B1w_SigmaW,400,0.766875,0.7782879943198326,0.145,0.315
AdvBench,Wild,Qwen3-Embedding-8B,1,DELONG_B1w_vs_A1,400,0.743310168233889,,,
AdvBench,ToxicChat,Qwen3-Embedding-8B,1,A1_raw,400,0.7046749999999999,0.7611023629690019,0.255,0.385
AdvBench,ToxicChat,Qwen3-Embedding-8B,1,B1_raw,400,0.8831,0.8914360682147797,0.38,0.635
AdvBench,ToxicChat,Qwen3-Embedding-8B,1,B1b_SigmaT,400,0.8823249999999999,0.8925450721040109,0.24,0.6
AdvBench,ToxicChat,Qwen3-Embedding-8B,1,B1w_SigmaW,400,0.8913749999999999,0.9020683298762898,0.28,0.645
AdvBench,ToxicChat,Qwen3-Embedding-8B,1,DELONG_B1w_vs_A1,400,4.4891668160573767e-10,,,
AdvBench,XSTest,Qwen3-Embedding-8B,1,A1_raw,400,0.776775,0.7961834231423082,0.24,0.36
AdvBench,XSTest,Qwen3-Embedding-8B,1,B1_raw,400,0.8202499999999999,0.821623521826925,0.13,0.37
AdvBench,XSTest,Qwen3-Embedding-8B,1,B1b_SigmaT,400,0.8278750000000001,0.8486689790941278,0.235,0.465
AdvBench,XSTest,Qwen3-Embedding-8B,1,B1w_SigmaW,400,0.8297000000000001,0.8487421337015058,0.215,0.48
AdvBench,XSTest,Qwen3-Embedding-8B,1,DELONG_B1w_vs_A1,400,0.0077987754173267,,,
AdvBench,AdvBench,Qwen3-Embedding-8B,1,A1_raw,400,0.998975,0.999018949669314,0.98,0.995
AdvBench,AdvBench,Qwen3-Embedding-8B,1,B1_raw,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,1,B1b_SigmaT,400,0.999875,0.9998751168961116,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,1,B1w_SigmaW,400,0.99985,0.9998497361854518,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,1,DELONG_B1w_vs_A1,400,0.1379097279224812,,,
AdvBench,HarmBench,Qwen3-Embedding-8B,1,A1_raw,400,0.8074999999999999,0.8593128224655084,0.43,0.565
AdvBench,HarmBench,Qwen3-Embedding-8B,1,B1_raw,400,0.941825,0.9517742893104448,0.665,0.79
AdvBench,HarmBench,Qwen3-Embedding-8B,1,B1b_SigmaT,400,0.9831,0.9841111627364872,0.805,0.905
AdvBench,HarmBench,Qwen3-Embedding-8B,1,B1w_SigmaW,400,0.98015,0.9815166993964368,0.805,0.865
AdvBench,HarmBench,Qwen3-Embedding-8B,1,DELONG_B1w_vs_A1,400,5.861977570020828e-14,,,
AdvBench,Wild,Qwen3-Embedding-8B,2,A1_raw,400,0.7615249999999999,0.754356654597216,0.11,0.25
AdvBench,Wild,Qwen3-Embedding-8B,2,B1_raw,400,0.788425,0.7686158431962696,0.09,0.285
AdvBench,Wild,Qwen3-Embedding-8B,2,B1b_SigmaT,400,0.797075,0.7922235696529745,0.15,0.295
AdvBench,Wild,Qwen3-Embedding-8B,2,B1w_SigmaW,400,0.7997,0.7924909252620755,0.14,0.295
AdvBench,Wild,Qwen3-Embedding-8B,2,DELONG_B1w_vs_A1,400,0.1341707250973267,,,
AdvBench,ToxicChat,Qwen3-Embedding-8B,2,A1_raw,400,0.696125,0.7478525812532751,0.29,0.325
AdvBench,ToxicChat,Qwen3-Embedding-8B,2,B1_raw,400,0.9062,0.9019473509401263,0.34,0.61
AdvBench,ToxicChat,Qwen3-Embedding-8B,2,B1b_SigmaT,400,0.871375,0.862778630606418,0.17,0.435
AdvBench,ToxicChat,Qwen3-Embedding-8B,2,B1w_SigmaW,400,0.8818500000000001,0.8736386689722657,0.21,0.465
AdvBench,ToxicChat,Qwen3-Embedding-8B,2,DELONG_B1w_vs_A1,400,6.974576471918681e-11,,,
AdvBench,XSTest,Qwen3-Embedding-8B,2,A1_raw,400,0.77945,0.8053633432437307,0.23,0.42
AdvBench,XSTest,Qwen3-Embedding-8B,2,B1_raw,400,0.8199,0.8400003361351982,0.195,0.56
AdvBench,XSTest,Qwen3-Embedding-8B,2,B1b_SigmaT,400,0.8184250000000001,0.8436590198909929,0.345,0.475
AdvBench,XSTest,Qwen3-Embedding-8B,2,B1w_SigmaW,400,0.8193499999999999,0.8456189061037441,0.295,0.475
AdvBench,XSTest,Qwen3-Embedding-8B,2,DELONG_B1w_vs_A1,400,0.0342704788584087,,,
AdvBench,AdvBench,Qwen3-Embedding-8B,2,A1_raw,400,0.995,0.9961242512746712,0.97,0.98
AdvBench,AdvBench,Qwen3-Embedding-8B,2,B1_raw,400,0.999975,0.9999751243781094,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,2,B1b_SigmaT,400,0.999975,0.9999751243781094,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,2,B1w_SigmaW,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,2,DELONG_B1w_vs_A1,400,0.0811882136803066,,,
AdvBench,HarmBench,Qwen3-Embedding-8B,2,A1_raw,400,0.77965,0.8323481494153175,0.395,0.45
AdvBench,HarmBench,Qwen3-Embedding-8B,2,B1_raw,400,0.92145,0.9343422059446648,0.595,0.705
AdvBench,HarmBench,Qwen3-Embedding-8B,2,B1b_SigmaT,400,0.94695,0.9537831013867564,0.68,0.77
AdvBench,HarmBench,Qwen3-Embedding-8B,2,B1w_SigmaW,400,0.947025,0.9538270707584928,0.69,0.77
AdvBench,HarmBench,Qwen3-Embedding-8B,2,DELONG_B1w_vs_A1,400,1.728617249341369e-12,,,
AdvBench,Wild,Qwen3-Embedding-8B,3,A1_raw,400,0.8241875,0.799175110140439,0.09,0.38
AdvBench,Wild,Qwen3-Embedding-8B,3,B1_raw,400,0.8092874999999999,0.7895485060508443,0.14,0.345
AdvBench,Wild,Qwen3-Embedding-8B,3,B1b_SigmaT,400,0.8031124999999999,0.8021083483849978,0.125,0.355
AdvBench,Wild,Qwen3-Embedding-8B,3,B1w_SigmaW,400,0.8130625,0.8087208187110949,0.135,0.375
AdvBench,Wild,Qwen3-Embedding-8B,3,DELONG_B1w_vs_A1,400,0.6160539295210619,,,
AdvBench,ToxicChat,Qwen3-Embedding-8B,3,A1_raw,400,0.681725,0.7324273766802478,0.235,0.285
AdvBench,ToxicChat,Qwen3-Embedding-8B,3,B1_raw,400,0.90115,0.9089684090139062,0.39,0.6
AdvBench,ToxicChat,Qwen3-Embedding-8B,3,B1b_SigmaT,400,0.91855,0.9236329936280022,0.39,0.645
AdvBench,ToxicChat,Qwen3-Embedding-8B,3,B1w_SigmaW,400,0.92065,0.9268289963003766,0.395,0.645
AdvBench,ToxicChat,Qwen3-Embedding-8B,3,DELONG_B1w_vs_A1,400,0.0,,,
AdvBench,XSTest,Qwen3-Embedding-8B,3,A1_raw,400,0.78485,0.8165573749767708,0.285,0.41
AdvBench,XSTest,Qwen3-Embedding-8B,3,B1_raw,400,0.8207499999999999,0.8247328537668475,0.13,0.38
AdvBench,XSTest,Qwen3-Embedding-8B,3,B1b_SigmaT,400,0.82345,0.8379519313279891,0.2,0.5
AdvBench,XSTest,Qwen3-Embedding-8B,3,B1w_SigmaW,400,0.828525,0.8433493972311007,0.21,0.52
AdvBench,XSTest,Qwen3-Embedding-8B,3,DELONG_B1w_vs_A1,400,0.0183337661066393,,,
AdvBench,AdvBench,Qwen3-Embedding-8B,3,A1_raw,400,0.99825,0.9984696196512453,0.975,0.995
AdvBench,AdvBench,Qwen3-Embedding-8B,3,B1_raw,400,0.9999,0.9999019607843136,0.995,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,3,B1b_SigmaT,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,3,B1w_SigmaW,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,3,DELONG_B1w_vs_A1,400,0.1531278809607625,,,
AdvBench,HarmBench,Qwen3-Embedding-8B,3,A1_raw,400,0.8130999999999999,0.8586460480754261,0.415,0.515
AdvBench,HarmBench,Qwen3-Embedding-8B,3,B1_raw,400,0.942425,0.9518109148028652,0.685,0.77
AdvBench,HarmBench,Qwen3-Embedding-8B,3,B1b_SigmaT,400,0.9714,0.9745344119126284,0.745,0.87
AdvBench,HarmBench,Qwen3-Embedding-8B,3,B1w_SigmaW,400,0.978625,0.9802196319818824,0.765,0.885
AdvBench,HarmBench,Qwen3-Embedding-8B,3,DELONG_B1w_vs_A1,400,1.1834977442504169e-13,,,
AdvBench,Wild,Qwen3-Embedding-8B,4,A1_raw,400,0.7025625,0.6946750970376651,0.045,0.15
AdvBench,Wild,Qwen3-Embedding-8B,4,B1_raw,400,0.7363125,0.7216442015374549,0.09,0.235
AdvBench,Wild,Qwen3-Embedding-8B,4,B1b_SigmaT,400,0.75245,0.7486031933834747,0.035,0.27
AdvBench,Wild,Qwen3-Embedding-8B,4,B1w_SigmaW,400,0.7566499999999999,0.7499706970183833,0.035,0.28
AdvBench,Wild,Qwen3-Embedding-8B,4,DELONG_B1w_vs_A1,400,0.0361473548645254,,,
AdvBench,ToxicChat,Qwen3-Embedding-8B,4,A1_raw,400,0.71745,0.7466918811565472,0.16,0.29
AdvBench,ToxicChat,Qwen3-Embedding-8B,4,B1_raw,400,0.8602750000000001,0.8588056395329893,0.24,0.425
AdvBench,ToxicChat,Qwen3-Embedding-8B,4,B1b_SigmaT,400,0.8662500000000001,0.8827761278077528,0.325,0.575
AdvBench,ToxicChat,Qwen3-Embedding-8B,4,B1w_SigmaW,400,0.873425,0.8902444603806013,0.325,0.59
AdvBench,ToxicChat,Qwen3-Embedding-8B,4,DELONG_B1w_vs_A1,400,2.246791153126537e-08,,,
AdvBench,XSTest,Qwen3-Embedding-8B,4,A1_raw,400,0.766475,0.7966423816956288,0.25,0.405
AdvBench,XSTest,Qwen3-Embedding-8B,4,B1_raw,400,0.8104499999999999,0.8249598341535698,0.165,0.435
AdvBench,XSTest,Qwen3-Embedding-8B,4,B1b_SigmaT,400,0.795625,0.8165537487351342,0.245,0.375
AdvBench,XSTest,Qwen3-Embedding-8B,4,B1w_SigmaW,400,0.804225,0.824242027214859,0.28,0.385
AdvBench,XSTest,Qwen3-Embedding-8B,4,DELONG_B1w_vs_A1,400,0.0711543990279754,,,
AdvBench,AdvBench,Qwen3-Embedding-8B,4,A1_raw,400,0.994725,0.9957314758680892,0.96,0.975
AdvBench,AdvBench,Qwen3-Embedding-8B,4,B1_raw,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,4,B1b_SigmaT,400,0.99995,0.9999501243781094,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,4,B1w_SigmaW,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,Qwen3-Embedding-8B,4,DELONG_B1w_vs_A1,400,0.0524455118974762,,,
AdvBench,HarmBench,Qwen3-Embedding-8B,4,A1_raw,400,0.7894249999999998,0.8396723026242088,0.365,0.485
AdvBench,HarmBench,Qwen3-Embedding-8B,4,B1_raw,400,0.9309,0.9415503004274568,0.6,0.71
AdvBench,HarmBench,Qwen3-Embedding-8B,4,B1b_SigmaT,400,0.948725,0.9542221745127618,0.71,0.765
AdvBench,HarmBench,Qwen3-Embedding-8B,4,B1w_SigmaW,400,0.961975,0.9645136680601014,0.735,0.775
AdvBench,HarmBench,Qwen3-Embedding-8B,4,DELONG_B1w_vs_A1,400,4.3520742565306136e-14,,,
HarmBench,Wild,all-mpnet-base-v2,0,A1_raw,400,0.5074500000000001,0.51449976627334,0.025,0.07
HarmBench,Wild,all-mpnet-base-v2,0,B1_raw,400,0.6859999999999999,0.6616977939355149,0.035,0.135
HarmBench,Wild,all-mpnet-base-v2,0,B1b_SigmaT,400,0.55305,0.5683161204392686,0.03,0.135
HarmBench,Wild,all-mpnet-base-v2,0,B1w_SigmaW,400,0.5699,0.586630981903471,0.03,0.145
HarmBench,Wild,all-mpnet-base-v2,0,DELONG_B1w_vs_A1,400,0.0676272059892055,,,
HarmBench,ToxicChat,all-mpnet-base-v2,0,A1_raw,400,0.802975,0.7810839880473239,0.14,0.255
HarmBench,ToxicChat,all-mpnet-base-v2,0,B1_raw,400,0.8396499999999999,0.8254527741030745,0.15,0.365
HarmBench,ToxicChat,all-mpnet-base-v2,0,B1b_SigmaT,400,0.7519,0.759273804860053,0.135,0.315
HarmBench,ToxicChat,all-mpnet-base-v2,0,B1w_SigmaW,400,0.767125,0.7737826335278577,0.155,0.33
HarmBench,ToxicChat,all-mpnet-base-v2,0,DELONG_B1w_vs_A1,400,0.1717754457556863,,,
HarmBench,XSTest,all-mpnet-base-v2,0,A1_raw,400,0.75775,0.7773896806851628,0.06,0.435
HarmBench,XSTest,all-mpnet-base-v2,0,B1_raw,400,0.7997,0.8201885812229629,0.19,0.475
HarmBench,XSTest,all-mpnet-base-v2,0,B1b_SigmaT,400,0.821825,0.8162409703202689,0.135,0.43
HarmBench,XSTest,all-mpnet-base-v2,0,B1w_SigmaW,400,0.82925,0.8221807975662159,0.165,0.43
HarmBench,XSTest,all-mpnet-base-v2,0,DELONG_B1w_vs_A1,400,9.11351484091938e-05,,,
HarmBench,AdvBench,all-mpnet-base-v2,0,A1_raw,400,0.978125,0.9668569770530072,0.64,0.905
HarmBench,AdvBench,all-mpnet-base-v2,0,B1_raw,400,0.9957,0.9958338780891242,0.9,0.985
HarmBench,AdvBench,all-mpnet-base-v2,0,B1b_SigmaT,400,0.997475,0.9974881152784816,0.95,0.985
HarmBench,AdvBench,all-mpnet-base-v2,0,B1w_SigmaW,400,0.9983,0.9983520088393376,0.96,0.99
HarmBench,AdvBench,all-mpnet-base-v2,0,DELONG_B1w_vs_A1,400,0.0045266672817938,,,
HarmBench,HarmBench,all-mpnet-base-v2,0,A1_raw,400,0.9453,0.944487086116418,0.51,0.72
HarmBench,HarmBench,all-mpnet-base-v2,0,B1_raw,400,0.99375,0.9939234035153286,0.9,0.965
HarmBench,HarmBench,all-mpnet-base-v2,0,B1b_SigmaT,400,0.998275,0.9984506315137566,0.985,0.985
HarmBench,HarmBench,all-mpnet-base-v2,0,B1w_SigmaW,400,0.999075,0.9991281909196004,0.985,0.995
HarmBench,HarmBench,all-mpnet-base-v2,0,DELONG_B1w_vs_A1,400,1.0555294505110169e-07,,,
HarmBench,Wild,all-mpnet-base-v2,1,A1_raw,400,0.5267124999999999,0.5259861885194361,0.01,0.07
HarmBench,Wild,all-mpnet-base-v2,1,B1_raw,400,0.6933625000000001,0.6504540317213102,0.02,0.115
HarmBench,Wild,all-mpnet-base-v2,1,B1b_SigmaT,400,0.5656125000000001,0.5473998940063508,0.015,0.06
HarmBench,Wild,all-mpnet-base-v2,1,B1w_SigmaW,400,0.5864875,0.5680783833391223,0.015,0.06
HarmBench,Wild,all-mpnet-base-v2,1,DELONG_B1w_vs_A1,400,0.0639265112281193,,,
HarmBench,ToxicChat,all-mpnet-base-v2,1,A1_raw,400,0.83295,0.8145919152489167,0.1,0.36
HarmBench,ToxicChat,all-mpnet-base-v2,1,B1_raw,400,0.881775,0.8742297036352471,0.345,0.51
HarmBench,ToxicChat,all-mpnet-base-v2,1,B1b_SigmaT,400,0.8068000000000001,0.8081886436080783,0.155,0.395
HarmBench,ToxicChat,all-mpnet-base-v2,1,B1w_SigmaW,400,0.81875,0.8192735905628915,0.18,0.395
HarmBench,ToxicChat,all-mpnet-base-v2,1,DELONG_B1w_vs_A1,400,0.5682395710917867,,,
HarmBench,XSTest,all-mpnet-base-v2,1,A1_raw,400,0.75715,0.782613637799981,0.095,0.415
HarmBench,XSTest,all-mpnet-base-v2,1,B1_raw,400,0.793425,0.8127558957872937,0.19,0.445
HarmBench,XSTest,all-mpnet-base-v2,1,B1b_SigmaT,400,0.789,0.8045753791757606,0.1,0.47
HarmBench,XSTest,all-mpnet-base-v2,1,B1w_SigmaW,400,0.7998500000000001,0.8141587149857927,0.12,0.51
HarmBench,XSTest,all-mpnet-base-v2,1,DELONG_B1w_vs_A1,400,0.0174237573514135,,,
HarmBench,AdvBench,all-mpnet-base-v2,1,A1_raw,400,0.97995,0.9705442426694488,0.76,0.94
HarmBench,AdvBench,all-mpnet-base-v2,1,B1_raw,400,0.9938,0.9945992736622656,0.92,0.98
HarmBench,AdvBench,all-mpnet-base-v2,1,B1b_SigmaT,400,0.997525,0.9976121265201868,0.965,0.985
HarmBench,AdvBench,all-mpnet-base-v2,1,B1w_SigmaW,400,0.997975,0.9981073499495894,0.98,0.99
HarmBench,AdvBench,all-mpnet-base-v2,1,DELONG_B1w_vs_A1,400,0.0040473723876122,,,
HarmBench,HarmBench,all-mpnet-base-v2,1,A1_raw,400,0.948475,0.9428884432830388,0.485,0.665
HarmBench,HarmBench,all-mpnet-base-v2,1,B1_raw,400,0.99135,0.9913960606340576,0.89,0.97
HarmBench,HarmBench,all-mpnet-base-v2,1,B1b_SigmaT,400,0.99735,0.9975328900360314,0.955,0.985
HarmBench,HarmBench,all-mpnet-base-v2,1,B1w_SigmaW,400,0.998,0.9981236440046568,0.965,0.985
HarmBench,HarmBench,all-mpnet-base-v2,1,DELONG_B1w_vs_A1,400,7.53671818953805e-07,,,
HarmBench,Wild,all-mpnet-base-v2,2,A1_raw,400,0.484625,0.4752840794445708,0.005,0.025
HarmBench,Wild,all-mpnet-base-v2,2,B1_raw,400,0.6421999999999999,0.626719670958287,0.025,0.115
HarmBench,Wild,all-mpnet-base-v2,2,B1b_SigmaT,400,0.592425,0.5956776681135554,0.035,0.1
HarmBench,Wild,all-mpnet-base-v2,2,B1w_SigmaW,400,0.5945250000000001,0.6017786851832383,0.03,0.13
HarmBench,Wild,all-mpnet-base-v2,2,DELONG_B1w_vs_A1,400,0.00126865259472,,,
HarmBench,ToxicChat,all-mpnet-base-v2,2,A1_raw,400,0.8707499999999999,0.8661580528051112,0.285,0.485
HarmBench,ToxicChat,all-mpnet-base-v2,2,B1_raw,400,0.868725,0.8666368085850324,0.26,0.51
HarmBench,ToxicChat,all-mpnet-base-v2,2,B1b_SigmaT,400,0.78835,0.7778135425866357,0.125,0.235
HarmBench,ToxicChat,all-mpnet-base-v2,2,B1w_SigmaW,400,0.80255,0.789921451500743,0.155,0.275
HarmBench,ToxicChat,all-mpnet-base-v2,2,DELONG_B1w_vs_A1,400,0.0044658457674544,,,
HarmBench,XSTest,all-mpnet-base-v2,2,A1_raw,400,0.7496,0.7875170486026855,0.12,0.405
HarmBench,XSTest,all-mpnet-base-v2,2,B1_raw,400,0.7875000000000001,0.8159681567100144,0.345,0.44
HarmBench,XSTest,all-mpnet-base-v2,2,B1b_SigmaT,400,0.787625,0.7928313321482705,0.165,0.415
HarmBench,XSTest,all-mpnet-base-v2,2,B1w_SigmaW,400,0.8047249999999999,0.8095617724586961,0.185,0.42
HarmBench,XSTest,all-mpnet-base-v2,2,DELONG_B1w_vs_A1,400,0.0071927084902028,,,
HarmBench,AdvBench,all-mpnet-base-v2,2,A1_raw,400,0.97,0.9698164148219984,0.54,0.79
HarmBench,AdvBench,all-mpnet-base-v2,2,B1_raw,400,0.993025,0.9931738913080612,0.84,0.97
HarmBench,AdvBench,all-mpnet-base-v2,2,B1b_SigmaT,400,0.9965,0.9965690574699444,0.95,0.98
HarmBench,AdvBench,all-mpnet-base-v2,2,B1w_SigmaW,400,0.9976,0.9977114861655229,0.955,0.98
HarmBench,AdvBench,all-mpnet-base-v2,2,DELONG_B1w_vs_A1,400,5.320494214333671e-05,,,
HarmBench,HarmBench,all-mpnet-base-v2,2,A1_raw,400,0.946725,0.946043867315819,0.43,0.735
HarmBench,HarmBench,all-mpnet-base-v2,2,B1_raw,400,0.989725,0.9903160615837588,0.875,0.965
HarmBench,HarmBench,all-mpnet-base-v2,2,B1b_SigmaT,400,0.99915,0.9991685448480244,0.97,0.995
HarmBench,HarmBench,all-mpnet-base-v2,2,B1w_SigmaW,400,0.9995,0.9995074754782486,0.985,1.0
HarmBench,HarmBench,all-mpnet-base-v2,2,DELONG_B1w_vs_A1,400,3.823200991348586e-07,,,
HarmBench,Wild,all-mpnet-base-v2,3,A1_raw,400,0.5072500000000001,0.4916527951163603,0.0,0.035
HarmBench,Wild,all-mpnet-base-v2,3,B1_raw,400,0.663825,0.6333019586847528,0.035,0.09
HarmBench,Wild,all-mpnet-base-v2,3,B1b_SigmaT,400,0.5365249999999999,0.5314696298464809,0.02,0.075
HarmBench,Wild,all-mpnet-base-v2,3,B1w_SigmaW,400,0.559025,0.5557155124483588,0.035,0.08
HarmBench,Wild,all-mpnet-base-v2,3,DELONG_B1w_vs_A1,400,0.1032102680012228,,,
HarmBench,ToxicChat,all-mpnet-base-v2,3,A1_raw,400,0.8439,0.8381273538241417,0.165,0.44
HarmBench,ToxicChat,all-mpnet-base-v2,3,B1_raw,400,0.862675,0.8621800898358826,0.22,0.475
HarmBench,ToxicChat,all-mpnet-base-v2,3,B1b_SigmaT,400,0.7635749999999999,0.7710120466309774,0.15,0.315
HarmBench,ToxicChat,all-mpnet-base-v2,3,B1w_SigmaW,400,0.7877500000000001,0.7949396848502503,0.17,0.355
HarmBench,ToxicChat,all-mpnet-base-v2,3,DELONG_B1w_vs_A1,400,0.0249035887184931,,,
HarmBench,XSTest,all-mpnet-base-v2,3,A1_raw,400,0.7656000000000001,0.7913886617206853,0.095,0.42
HarmBench,XSTest,all-mpnet-base-v2,3,B1_raw,400,0.8061000000000001,0.8211624434437803,0.17,0.475
HarmBench,XSTest,all-mpnet-base-v2,3,B1b_SigmaT,400,0.8127500000000001,0.8206450164837791,0.135,0.5
HarmBench,XSTest,all-mpnet-base-v2,3,B1w_SigmaW,400,0.8197999999999999,0.8217778213499173,0.125,0.525
HarmBench,XSTest,all-mpnet-base-v2,3,DELONG_B1w_vs_A1,400,0.0024115066681291,,,
HarmBench,AdvBench,all-mpnet-base-v2,3,A1_raw,400,0.968825,0.96206359533868,0.455,0.88
HarmBench,AdvBench,all-mpnet-base-v2,3,B1_raw,400,0.9945,0.9943283022364846,0.89,0.99
HarmBench,AdvBench,all-mpnet-base-v2,3,B1b_SigmaT,400,0.994175,0.9941887729592148,0.945,0.985
HarmBench,AdvBench,all-mpnet-base-v2,3,B1w_SigmaW,400,0.995075,0.9950433360020696,0.965,0.995
HarmBench,AdvBench,all-mpnet-base-v2,3,DELONG_B1w_vs_A1,400,0.0001277674277042,,,
HarmBench,HarmBench,all-mpnet-base-v2,3,A1_raw,400,0.94385,0.9443302350085824,0.455,0.715
HarmBench,HarmBench,all-mpnet-base-v2,3,B1_raw,400,0.99355,0.9938478035132652,0.915,0.97
HarmBench,HarmBench,all-mpnet-base-v2,3,B1b_SigmaT,400,0.9986,0.9986885126627068,0.975,0.985
HarmBench,HarmBench,all-mpnet-base-v2,3,B1w_SigmaW,400,0.998925,0.9989602148110526,0.975,0.99
HarmBench,HarmBench,all-mpnet-base-v2,3,DELONG_B1w_vs_A1,400,7.208363261845818e-08,,,
HarmBench,Wild,all-mpnet-base-v2,4,A1_raw,400,0.5100750000000001,0.5093304359927255,0.01,0.04
HarmBench,Wild,all-mpnet-base-v2,4,B1_raw,400,0.62905,0.6165332670188045,0.035,0.085
HarmBench,Wild,all-mpnet-base-v2,4,B1b_SigmaT,400,0.5656749999999999,0.5593216984994039,0.02,0.07
HarmBench,Wild,all-mpnet-base-v2,4,B1w_SigmaW,400,0.574275,0.572340592773942,0.025,0.055
HarmBench,Wild,all-mpnet-base-v2,4,DELONG_B1w_vs_A1,400,0.0494298638074568,,,
HarmBench,ToxicChat,all-mpnet-base-v2,4,A1_raw,400,0.8062250000000002,0.7630894388193107,0.045,0.17
