dataset,seed,n_test,model,method,roc_auc,pr_auc
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.7800875,0.7824872629464058
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9712875000000001,0.9676992453622577
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.948975,0.9213781513289858
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.9978625000000001,0.9959103351311346
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9992875,0.9986186079587083
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.9993000000000001,0.9985929744905265
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,C1_logreg_raw,0.9999875,0.9999751243781094
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,B1_raw,0.9978625000000001,0.9959103351311346
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Mixed,0,600,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.7820499999999999,0.7830162887110067
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.971875,0.9689369473044647
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.9332624999999999,0.9007589881530947
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.9989874999999999,0.9981661536777635
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9996875,0.9993812418890473
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.9996125,0.999210067279567
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,B1_raw,0.9989874999999999,0.9981661536777635
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Mixed,1,600,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.7759499999999999,0.7776038211718954
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9717625000000001,0.9660962139477421
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.9189124999999999,0.873606472511788
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.9980375,0.9965447738983755
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9993500000000001,0.9987361523642004
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.9984000000000001,0.9955526999183542
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,B1_raw,0.9980375,0.9965447738983755
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Mixed,2,600,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.7421249999999999,0.7527229297701783
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9629874999999999,0.9619338316249871
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.9246125000000001,0.8869647509101857
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.9988999999999999,0.9978473584721019
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9996875000000001,0.9993859981589477
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.9996875000000001,0.9993514348158394
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,B1_raw,0.9988999999999999,0.9978473584721019
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Mixed,3,600,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.7466125,0.7430914400184399
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,A1b_cosine_whitened,0.9999750000000001,0.9999501243781095
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.966225,0.9581033479609301
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.944175,0.8964856598158611
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.9986625,0.9974151371536444
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9993125,0.9986595188448013
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.9962375,0.9894154312808121
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,C1_logreg_raw,0.9999875,0.9999751243781094
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,B1_raw,0.9986625,0.9974151371536444
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Mixed,4,600,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
